feature,id,X,Y
C,7966,33438448.78,3074216.577
C,7967,33450150.82,3074250.368
C,7968,33449594.68,3074348.788
D,7969,33443546.39,3074248.477
C,7970,33451306.98,3074381.933
F,7971,33456885.66,3074125.397
K,7972,33451892.13,3073947.075
A,7973,33426475.62,3074117.046
C,7974,33432595.14,3074370.905
D,7975,33445735.35,3074431.653
D,7976,33445975.43,3074267.322
A,7977,33427390.77,3074354.843
D,7978,33447479.54,3074335.426
A,7979,33423637.43,3074292.491
A,7980,33424596.38,3074073.49
A,7981,33425169.98,3074277.559
F,7982,33441185.61,3074337.101
D,7983,33445676.71,3074172.874
K,7984,33454457.6,3074418.524
D,7985,33446469.73,3074407.26
F,7986,33455498.55,3074259.571
A,7987,33425662.74,3074335.302
K,7988,33452083.84,3074309.979
F,7989,33430721.96,3074405.491
F,7990,33430114.52,3074371.98
D,7991,33442890.93,3074182.206
E,7992,33442663.9,3074569.41
F,7993,33456461.8,3074431.598
A,7994,33424802.95,3074574.318
A,7995,33423986.42,3074624.201
C,7996,33433164.16,3074801.986
B,7997,33435664.99,3074366.318
A,7998,33422993.44,3074549.517
F,7999,33451151.24,3074686.062
C,8000,33437547.05,3074303.35
D,8001,33444339.38,3074379.767
C,8002,33431644.35,3074606.037
C,8003,33439319.07,3074590.219
A,8004,33423313.16,3074593.751
K,8005,33453996.21,3074590.671
A,8006,33427115.69,3074750.972
E,8007,33425377.28,3074911.184
A,8008,33424586.32,3074840.276
C,8009,33437131.34,3074570.417
K,8010,33452819.15,3074442.455
K,8011,33452461.68,3074465.389
E,8012,33448052.84,3074605.805
D,8013,33445063.41,3074579.792
C,8014,33439026.93,3074277.429
E,8015,33426589.49,3074796.66
C,8016,33435439.85,3074649.007
C,8017,33436765.95,3074615.566
K,8018,33453137.37,3074536.879
A,8019,33442301.27,3074671.221
K,8020,33453544.94,3074717.012
F,8021,33450570.36,3074627.902
I,8022,33435931.16,3074397.602
B,8023,33436637.1,3074918.522
A,8024,33425393.07,3075055.631
C,8025,33436299.62,3074766.035
C,8026,33432557.36,3074830.381
D,8027,33445285.57,3074282.684
A,8028,33429693.95,3074804.877
A,8029,33423966.39,3074922.114
E,8030,33429093.54,3074917.013
F,8031,33441679.91,3074757.54
F,8032,33455074.74,3074668.571
E,8033,33447778.16,3074877.713
F,8034,33438263.7,3074728.198
F,8035,33451723.9,3074877.566
C,8036,33440662.82,3074657.961
A,8037,33427818.09,3074788.087
A,8038,33425135.18,3074917.748
F,8039,33437912.69,3075066.923
E,8040,33428193.87,3074785.45
E,8041,33424543.48,3075129.8
D,8042,33446831.56,3074772.517
F,8043,33440326.18,3074898.919
D,8044,33447301.36,3074836.346
F,8045,33455927.16,3074764.528
D,8046,33445543.02,3074729.636
D,8047,33446029.43,3074925.333
E,8048,33428601.1,3074713.126
F,8049,33456736.54,3074953.349
D,8050,33444710.85,3074763.87
D,8051,33443684.19,3074892.663
F,8052,33451126.16,3075118.474
F,8053,33455378.81,3075105.283
D,8054,33450276.06,3075157.025
C,8055,33431343.57,3074965.907
C,8056,33430696.53,3075034.014
D,8057,33445292.73,3075091.976
K,8058,33451953.55,3075194.214
C,8059,33430154.09,3075139.207
F,8060,33457295.78,3074951.942
F,8061,33450645.8,3075216.329
E,8062,33429199.77,3075287.813
F,8063,33452707.87,3075266.795
C,8064,33437359.74,3075262.566
E,8065,33425743.41,3075414.214
D,8066,33446446.14,3075080.711
B,8067,33435586.86,3075423.664
F,8068,33454639.62,3075144.574
D,8069,33447762.35,3075184.236
F,8070,33438948.49,3075152.294
A,8071,33428128.34,3075387.121
F,8072,33451524.15,3075351.339
D,8073,33446121.55,3075316.215
F,8074,33450066.38,3074884.08
A,8075,33423975.6,3075251.439
D,8076,33448844.68,3074720.235
D,8077,33445713.81,3075382.121
F,8078,33424805.75,3075398.261
E,8079,33445878.66,3075148.736
E,8080,33449118.41,3075168.55
F,8081,33439954.46,3074993.147
F,8082,33439298.84,3075321.623
F,8083,33452136.27,3075330.617
F,8084,33440799.98,3075297.961
E,8085,33426155.08,3075237.066
C,8086,33429626.23,3075506.975
F,8087,33437956.12,3075391.984
E,8088,33449760.61,3075353.131
A,8089,33423505.52,3075327.242
E,8090,33424509.28,3075423.831
F,8091,33441830.08,3075325.343
F,8092,33453528.98,3075374.969
F,8093,33454187.06,3075270.621
E,8094,33448022.46,3075321.085
D,8095,33448377.62,3075246.115
E,8096,33449507.54,3075011.283
C,8097,33457843.06,3075378.942
F,8098,33455972.98,3075409.129
D,8099,33444226.74,3075599.099
D,8100,33444537.49,3075203.619
D,8101,33443964.42,3075397.937
C,8102,33451491.21,3075698.812
F,8103,33425269.37,3075265.188
A,8104,33427140.67,3075298.616
A,8105,33428494.75,3075664.399
E,8106,33448759.94,3075216.219
A,8107,33426345.68,3075126.51
D,8108,33445531.04,3075763.845
E,8109,33448535,3075791.788
A,8110,33423384.96,3075608.576
D,8111,33443428.4,3075463.49
F,8112,33456494.4,3075592.912
B,8113,33431831.87,3075826.918
D,8114,33446159.29,3075733.027
F,8115,33455094.46,3075568.747
C,8116,33451724.16,3075749.88
F,8117,33450721.99,3075635.209
A,8118,33454295.22,3075645.14
C,8119,33436493.22,3075447.018
C,8120,33458518.05,3075759.665
F,8121,33439733.36,3075463.65
F,8122,33438208.28,3075741.57
C,8123,33437247.74,3075758.293
C,8124,33436905.59,3075647.6
D,8125,33445132.82,3075723.025
C,8126,33457610.31,3075788.058
A,8127,33426018.99,3075549.059
A,8128,33425147.67,3075801.117
F,8129,33456992.93,3075688.828
A,8130,33426839.07,3075727.212
E,8131,33447444.74,3075765.223
A,8132,33451547.12,3075971.342
F,8133,33455707.99,3075904.221
C,8134,33435573.91,3075400.442
A,8135,33425765.96,3075852.664
A,8136,33424834.79,3075767.454
A,8137,33423986.69,3075815.763
D,8138,33444449.94,3075811.827
C,8139,33431022.31,3075612.388
D,8140,33443091.11,3075424.873
F,8141,33429796.02,3075805.21
D,8142,33444931.89,3075470.433
F,8143,33451060.09,3075788.023
A,8144,33428006.28,3075833.794
D,8145,33446830.48,3075620.591
G,8146,33451436.33,3076097.701
F,8147,33452125.47,3075907.4
D,8148,33444489.09,3076086.674
D,8149,33445487.35,3075727.556
E,8150,33428839.77,3076021.648
D,8151,33442703.96,3075647.937
E,8152,33445790.13,3075964.074
F,8153,33452761.97,3075866.735
F,8154,33438674.28,3075778.792
A,8155,33425137.19,3076142.528
A,8156,33427598.49,3075939.581
D,8157,33444581.87,3075599.825
C,8158,33430370.12,3075975.85
F,8159,33450293.06,3075926.883
F,8160,33456577.71,3076115.577
A,8161,33423640.12,3076044.822
C,8162,33432505.21,3076126.24
E,8163,33447130.1,3075573.202
E,8164,33445104.31,3076149.979
C,8165,33437477.46,3076046.787
E,8166,33427112.2,3076186.668
E,8167,33442226.94,3075929.075
D,8168,33446697.57,3075973.183
F,8169,33441407.83,3075974.717
C,8170,33436117.15,3075775.996
D,8171,33445597.24,3076268.288
I,8172,33459268.69,3076307.642
E,8173,33440634.11,3075906.737
A,8174,33426268.82,3076199.966
C,8175,33436714.95,3076278.442
F,8176,33455771.74,3076263.27
D,8177,33446509.41,3076298.684
A,8178,33429112.21,3076101.104
F,8179,33454793.94,3076043.096
D,8180,33446674.61,3076527.257
B,8181,33432442.95,3076299.171
A,8182,33423964.77,3076471.168
C,8183,33431295.43,3076026.849
E,8184,33440130.95,3075978.218
C,8185,33435635.56,3076175.825
C,8186,33437948.5,3076338.093
B,8187,33431785.24,3076533.964
C,8188,33458673.65,3076188.274
D,8189,33446274.95,3076231.094
D,8190,33445360.16,3075984.39
F,8191,33454402.88,3076274.521
A,8192,33436530.48,3076570.7
C,8193,33431889.08,3076124.09
F,8194,33450094.58,3076317.912
A,8195,33428264.91,3076276.271
C,8196,33457752.93,3076280.071
E,8197,33439223.09,3076010.729
C,8198,33430670.11,3076174.162
A,8199,33425046.52,3076436.688
A,8200,33424464.96,3076147.22
C,8201,33435659.55,3076559.885
A,8202,33452847.59,3076475.811
B,8203,33436479.92,3076680.635
C,8204,33437078.01,3076583.49
D,8205,33445649.83,3076576.264
C,8206,33457456.12,3076442.103
F,8207,33455207.31,3076529.762
A,8208,33451074.04,3076218.388
F,8209,33452476.23,3076402.879
C,8210,33458243.93,3076429.873
A,8211,33440501.33,3076600.813
D,8212,33445035.98,3076538.544
A,8213,33440303.75,3076250.28
F,8214,33454047.34,3076323.59
D,8215,33442816,3076533.521
A,8216,33441290.21,3076531.913
C,8217,33431328.75,3076612.429
A,8218,33424748.26,3076589.302
E,8219,33446033.46,3076513.867
F,8220,33453285.33,3076368.91
A,8221,33440879.4,3076211.502
A,8222,33428656.78,3076510.535
A,8223,33429646.54,3076307.126
E,8224,33441873.38,3076469.237
C,8225,33432605.7,3076610.859
D,8226,33444374.05,3076253.013
F,8227,33451546.73,3076617.875
F,8228,33450581.26,3076523.42
B,8229,33459214.47,3076652.341
A,8230,33426895.34,3076532.919
A,8231,33425621.54,3076605.108
D,8232,33443645.99,3076589.91
F,8233,33456631.24,3076723.011
F,8234,33455967.51,3076792.886
A,8235,33436667.36,3076970.01
A,8236,33426283.44,3076764.827
A,8237,33451032.22,3076614.065
F,8238,33449840.95,3076693.464
F,8239,33438575.53,3076531.113
F,8240,33453631.48,3076154.058
F,8241,33454267.38,3076878.426
C,8242,33438086.79,3076835.261
D,8243,33445781.32,3076830.978
A,8244,33453828.56,3076766.866
C,8245,33437147.43,3076859.6
C,8246,33432294.31,3076861.239
A,8247,33439665.51,3076401.175
A,8248,33427538.58,3076630.613
A,8249,33423758.16,3076823.387
A,8250,33425260.13,3076823.836
F,8251,33453093.47,3076861.199
E,8252,33439086.97,3076784.533
A,8253,33429121.2,3076825.511
F,8254,33455087.81,3076990.617
A,8255,33429922.72,3076598.867
D,8256,33446974.97,3076871.11
C,8257,33458346.89,3076976.305
A,8258,33424243.1,3077015.317
D,8259,33444095.83,3076417.371
C,8260,33437958.53,3077147.879
I,8261,33435838.34,3076903.183
I,8262,33435057.01,3077157.21
A,8263,33428942.83,3077247.228
D,8264,33444913.02,3077116.264
A,8265,33430195.29,3076783.016
A,8266,33427969.96,3076946.741
B,8267,33437184.71,3077252.096
C,8268,33457214,3076874.98
C,8269,33457639.12,3076932.741
A,8270,33441005.02,3077000.582
A,8271,33442952.74,3077053.958
D,8272,33447542.06,3076947.426
A,8273,33441680.09,3076971.825
A,8274,33424849.66,3077145.409
F,8275,33449410.4,3077034.627
D,8276,33445416.63,3077013.821
E,8277,33428604.57,3077221.329
F,8278,33453107.87,3077253.468
D,8279,33447927.01,3077203.731
A,8280,33423887.12,3077026.415
A,8281,33423472.94,3077353.035
C,8282,33456883.65,3077312.667
F,8283,33449911,3077365.714
F,8284,33430857.61,3077224.101
C,8285,33432264.48,3077148.859
B,8286,33437426.88,3077498.348
F,8287,33455291.47,3077370.886
A,8288,33425964.2,3077305.468
F,8289,33451714.64,3077193.981
C,8290,33437340.49,3077212.658
C,8291,33459358.19,3077204.093
A,8292,33450121.89,3077138.813
A,8293,33442114.29,3077234.458
I,8294,33458426.68,3077383.848
A,8295,33442359.17,3077051.378
C,8296,33431408.74,3077197.355
A,8297,33423979.03,3077293.112
A,8298,33430125.71,3077356.186
D,8299,33445922.94,3077291.788
F,8300,33438914.05,3077296.971
E,8301,33446225.73,3077257.069
B,8302,33436193.04,3077127.642
A,8303,33440788.18,3077362.65
C,8304,33431993.38,3077371.165
A,8305,33443664.54,3077277.447
A,8306,33439874.33,3076969.584
A,8307,33440118.55,3077358.737
A,8308,33426998.63,3077405.768
B,8309,33435980.06,3077165.475
D,8310,33444345.21,3077275.655
B,8311,33457773.68,3077507.848
B,8312,33436705.16,3077457.711
F,8313,33455927.06,3077339.055
F,8314,33450787.93,3077430.427
F,8315,33453670.46,3077394.617
A,8316,33429442.45,3077264.383
F,8317,33451223.44,3077296.323
D,8318,33447033.33,3077411.584
D,8319,33446574.2,3077202.33
I,8320,33435601.02,3077177.864
F,8321,33453092.35,3077617.988
A,8322,33425351.86,3077456.961
E,8323,33442843.8,3077532.282
D,8324,33446952.87,3077776.663
A,8325,33450506.37,3077628.522
A,8326,33424602.21,3077537.314
D,8327,33447666.68,3077644.167
E,8328,33428022.64,3077546.577
D,8329,33445296.31,3077584.677
D,8330,33446034.6,3077770.654
A,8331,33424863.15,3077673.227
B,8332,33436477.36,3077476.209
A,8333,33426507.77,3077365.677
B,8334,33435403.09,3077441.923
B,8335,33434801.38,3077872.547
F,8336,33456268.75,3077722.889
A,8337,33427880.01,3077947.504
F,8338,33449868.63,3077862.642
C,8339,33437176.45,3077595.485
C,8340,33438069.57,3077565.848
F,8341,33452022.04,3077917.329
A,8342,33441965.62,3077703.662
B,8343,33458670.33,3077752.182
F,8344,33453467.34,3077938.269
D,8345,33444942.62,3077592.725
C,8346,33431056,3077801.453
E,8347,33428672.86,3077615.091
F,8348,33454094.7,3077524.051
D,8349,33446645.5,3077976.683
A,8350,33444120.81,3077680.644
C,8351,33457235.41,3077821.53
C,8352,33435266.99,3077704.747
F,8353,33427171.33,3077872.977
F,8354,33438737.61,3077728.133
E,8355,33427494.51,3077545.915
A,8356,33424096.12,3077722.109
F,8357,33450196.34,3078122.313
F,8358,33451017.15,3078004.479
C,8359,33457966.44,3077934.046
A,8360,33441195.96,3077749.042
F,8361,33459689.86,3077867.885
C,8362,33459119.42,3077569.603
F,8363,33454882.01,3077577.805
E,8364,33428754.63,3077938.044
C,8365,33436251.04,3077814.878
F,8366,33454429.57,3077695.342
D,8367,33445439.6,3077812.637
A,8368,33425676.11,3077901.285
A,8369,33426914.41,3077982.314
A,8370,33430002.78,3077926.935
F,8371,33456077.34,3078085.939
A,8372,33439288.21,3077732.367
A,8373,33423716.57,3078050.653
D,8374,33444341.55,3078031.361
E,8375,33446540.38,3078094.473
F,8376,33452604.34,3077956.382
C,8377,33430978.33,3078168.11
D,8378,33447228.95,3078111.189
D,8379,33444941.51,3078167.32
C,8380,33436905.36,3077900.435
E,8381,33428997.57,3078102.776
F,8382,33453885.41,3078173.917
A,8383,33426614.37,3078172.16
B,8384,33435823.91,3078306.092
F,8385,33456828.57,3078011.134
D,8386,33445638.71,3077996.178
A,8387,33443032.83,3077731.603
D,8388,33439559.9,3078142.857
C,8389,33437553.66,3078061.747
C,8390,33435204.33,3077959.787
B,8391,33435405.99,3078224.381
D,8392,33440233.73,3078018.403
C,8393,33431626.39,3078271.098
D,8394,33447627.01,3078211.476
B,8395,33434897.3,3078142.777
A,8396,33425987.29,3078316.162
F,8397,33455196.71,3078259.465
D,8398,33452232.9,3078292.063
F,8399,33455517.01,3078039.969
D,8400,33440190.77,3078222.241
F,8401,33448464.54,3078038.409
E,8402,33438442.05,3078171.348
B,8403,33435154.38,3078436.259
D,8404,33444467.29,3078380.067
D,8405,33439770.9,3078511.8
F,8406,33451011.15,3078401.03
D,8407,33445359.13,3078425.513
A,8408,33427036.34,3078498.859
D,8409,33445200.58,3078511.721
F,8410,33436201.79,3078422.154
A,8411,33442540.07,3078069.478
F,8412,33446222.37,3078428.963
F,8413,33454657.38,3078293.529
C,8414,33434616.64,3078534.388
F,8415,33459793.37,3078453.697
K,8416,33429040.24,3078574.895
B,8417,33434949.77,3078501.456
A,8418,33429922.18,3078412.354
F,8419,33453308.89,3078326.19
F,8420,33459164.38,3078347.077
D,8421,33443558.5,3078413.007
A,8422,33424969.65,3078371.538
C,8423,33456595.13,3078491.56
C,8424,33457385.77,3078446.79
C,8425,33431630.7,3078618.152
E,8426,33439152.75,3078425.123
D,8427,33443118.93,3078220.933
F,8428,33449909.29,3078481.411
A,8429,33441990.83,3078340.74
A,8430,33430510.86,3078562.536
F,8431,33448872.18,3078648.552
F,8432,33427937.03,3078255.493
D,8433,33444042.91,3078678.23
D,8434,33444786.2,3078711.77
A,8435,33441304.92,3078300.212
F,8436,33449529.71,3078701.458
F,8437,33437757.14,3078542.8
A,8438,33441606.85,3078723.279
F,8439,33436900,3078430.284
A,8440,33440796.68,3078649.378
F,8441,33428199.75,3078555.915
F,8442,33428562.88,3078896.853
F,8443,33455626.48,3078752.488
B,8444,33434649.53,3078793.174
F,8445,33448079.45,3078683.5
C,8446,33458337.08,3078480.823
B,8447,33428592.18,3078609.061
F,8448,33453382.73,3078857.228
F,8449,33458794.28,3078611.205
C,8450,33432225.74,3078868.603
A,8451,33424321.87,3078408.958
D,8452,33446665.19,3078668.194
F,8453,33438482.32,3078765.046
D,8454,33442837.1,3078751.706
F,8455,33436591.83,3078859.814
A,8456,33422475.51,3078832.676
F,8457,33452438.17,3078772.649
B,8458,33435603.25,3078832.949
A,8459,33423866.04,3078777.508
D,8460,33439429.22,3078895.334
F,8461,33453988.75,3078745.045
F,8462,33454367.37,3078792.51
F,8463,33429393.85,3078832.859
C,8464,33434382.97,3079073.182
A,8465,33429899.09,3078750.45
D,8466,33445280.54,3078898.381
D,8467,33447314.84,3078811.66
A,8468,33423444.59,3078815.25
C,8469,33457955.1,3078844.331
F,8470,33454843.95,3078920.962
F,8471,33459979.15,3078985.873
D,8472,33438883.82,3078927.88
F,8473,33453610.79,3079167.355
A,8474,33440469.41,3078931.557
D,8475,33443272.46,3078975.657
F,8476,33450693.06,3078905.471
C,8477,33456123.14,3078931.976
C,8478,33457762.17,3079126.718
F,8479,33452806.87,3078930.943
F,8480,33427467.22,3078874.45
D,8481,33444030.03,3079123.222
B,8482,33434787.15,3079137.381
A,8483,33426054.6,3079148.78
D,8484,33445682.87,3078591.744
B,8485,33431084.41,3078923.082
D,8486,33441441.2,3079073.187
F,8487,33446063.02,3079049.681
C,8488,33456624.65,3079076.075
F,8489,33455401.53,3079049.59
E,8490,33439346.33,3079246.526
D,8491,33449771.06,3079200.983
D,8492,33422748.17,3079064.298
F,8493,33458410.16,3079030.743
D,8494,33443537.95,3079130.862
F,8495,33438838.73,3079374.808
A,8496,33430011.64,3079260.743
F,8497,33455192.61,3079407.805
C,8498,33457253.8,3079188.865
A,8499,33426731.03,3078967.904
B,8500,33430928.24,3079328.583
F,8501,33459412.3,3078954.342
B,8502,33431975.39,3079207.507
C,8503,33432054.89,3079039.538
F,8504,33459090.31,3079345.065
D,8505,33441975.43,3079474.197
D,8506,33441370.4,3079336.528
D,8507,33446901.78,3079281.465
F,8508,33436973.78,3079337.696
F,8509,33450225.4,3079364.874
F,8510,33449051.87,3079208.1
D,8511,33444792.31,3079167.761
A,8512,33424085.27,3079294.542
F,8513,33453572.4,3079497.03
A,8514,33421629.58,3079257.163
A,8515,33429866.09,3079583.883
F,8516,33460291.73,3079440.687
D,8517,33429535.52,3079460.674
B,8518,33436591.62,3079281.629
F,8519,33454228.18,3079538.38
F,8520,33437929.14,3079269.874
F,8521,33457551.14,3079498.188
A,8522,33430339.63,3079640.983
F,8523,33445575.85,3079548.753
B,8524,33436083.91,3079309.625
F,8525,33437578.03,3079246.404
C,8526,33456001.62,3079473.789
D,8527,33446225.02,3079484.51
D,8528,33442968.96,3079301.196
D,8529,33443139.62,3079835.496
E,8530,33444274.84,3079584.615
F,8531,33427349.77,3079455.066
D,8532,33444974.2,3079584.919
F,8533,33457335.35,3079750.033
C,8534,33455485.15,3079739.913
F,8535,33451819.34,3079457.559
D,8536,33447709.71,3079453.39
B,8537,33435558.55,3079314.434
D,8538,33441980.16,3079709.63
F,8539,33459822.46,3079568.257
F,8540,33458580.5,3079703.533
F,8541,33427038.9,3079619.125
D,8542,33439748.69,3079380.133
D,8543,33443939.61,3079756.258
A,8544,33425934.98,3079528.316
F,8545,33449657.04,3079664.397
F,8546,33454492.31,3079836.275
B,8547,33434882.38,3079624.467
B,8548,33427949.51,3079441.384
F,8549,33457863.52,3079619.426
A,8550,33425440.78,3079568.141
F,8551,33459055.19,3079802.223
D,8552,33447214.5,3079648.642
E,8553,33445007.3,3079933.73
F,8554,33438280.23,3079653.363
D,8555,33440141.74,3079588.183
B,8556,33436638.5,3079800.608
F,8557,33458186.53,3079942.142
D,8558,33422558.58,3079778.532
F,8559,33455373.53,3080123.782
F,8560,33452514.75,3079722.876
C,8561,33455833.77,3080029.998
B,8562,33435544.46,3079929.51
D,8563,33451129.29,3079912.767
D,8564,33443707.24,3080050.596
A,8565,33421172.49,3079929.163
B,8566,33428416.3,3079637.801
F,8567,33459494.97,3079970.775
D,8568,33441776,3079983.94
F,8569,33426296.35,3079912.04
F,8570,33457217.41,3080025.053
D,8571,33447972.58,3080120.962
F,8572,33437255.75,3079791.723
F,8573,33438619.75,3079985.098
C,8574,33456556.09,3079982.26
F,8575,33452757.45,3079875.165
F,8576,33445508.52,3080050.386
C,8577,33456839.69,3079542.986
C,8578,33430737.15,3079840.706
A,8579,33424943.27,3079792.497
D,8580,33447491.75,3080284.826
B,8581,33436144.35,3080124.334
F,8582,33455226.87,3080248.562
F,8583,33451629.11,3079786.653
D,8584,33448214.65,3079920.109
F,8585,33438383.02,3080237.922
A,8586,33420432.26,3080164.942
D,8587,33441991.6,3080254.052
B,8588,33429823.21,3080252.911
F,8589,33444870.34,3080289.101
A,8590,33425266.47,3080035.834
D,8591,33421771.82,3079813.179
D,8592,33440467.87,3079937.683
D,8593,33422030.85,3080053.656
D,8594,33423517.8,3080410.994
F,8595,33457749.82,3080382.405
F,8596,33459758.42,3080367.134
A,8597,33424439.9,3080118.055
D,8598,33424777.04,3079381.099
D,8599,33446447.97,3079935.233
B,8600,33429354,3080076.545
A,8601,33422728.09,3080320.175
B,8602,33429088.77,3079714.626
B,8603,33428756.59,3079923.306
F,8604,33459026.34,3080304.722
F,8605,33438515.13,3080508.845
D,8606,33440937.57,3080466.186
D,8607,33451650.99,3080599.074
D,8608,33451120.47,3080674.902
F,8609,33445821.92,3080412.75
C,8610,33431363.82,3080190.833
B,8611,33435703.32,3080576.958
F,8612,33453430.18,3080269.13
F,8613,33453135.37,3080198.046
F,8614,33452374.07,3080262.733
F,8615,33456720.85,3080581.244
D,8616,33440359.45,3080479.134
F,8617,33425477.24,3080506.338
C,8618,33431953.08,3079943.642
D,8619,33420961.42,3080570.865
C,8620,33455778.5,3080433.891
D,8621,33441868.01,3080648.338
F,8622,33453813.08,3080373.802
C,8623,33431965.26,3080401.692
F,8624,33452870.57,3080527.329
F,8625,33445708.35,3080805.202
F,8626,33452304.61,3080624.683
F,8627,33458565.03,3080574.671
E,8628,33442636.14,3080501.799
D,8629,33447140.76,3080299.675
E,8630,33450849.97,3080592.385
B,8631,33428846.99,3080841.155
D,8632,33440122.61,3080865.354
F,8633,33444885.62,3080726.408
F,8634,33458054.7,3080812.019
F,8635,33454644.03,3080509.951
B,8636,33436734.36,3080514.43
D,8637,33419817.06,3080660.772
E,8638,33451561.54,3080799.776
F,8639,33454256.51,3080605.771
D,8640,33450840.88,3080888.547
F,8641,33459341.7,3080806.304
E,8642,33443390.41,3080618.544
E,8643,33444134.84,3080588.161
D,8644,33448846.98,3080642.322
F,8645,33427441.23,3080446.537
C,8646,33429529.69,3080743.037
A,8647,33428921.49,3081080.916
D,8648,33449462.29,3080879.154
E,8649,33448311.77,3080713.91
D,8650,33447712.26,3080676.296
F,8651,33437472.69,3080840.604
F,8652,33446335.05,3080757.141
D,8653,33439486.21,3080499.05
E,8654,33450320.17,3081053.01
F,8655,33458519.78,3081143.493
D,8656,33447840.52,3081121.726
F,8657,33439054.94,3080902.488
F,8658,33445179.53,3081075.442
D,8659,33443181.63,3081039.52
F,8660,33456551.81,3080968.902
A,8661,33424177.3,3080910.807
B,8662,33435381.21,3080986.183
A,8663,33423098.76,3081089.271
D,8664,33451280.43,3081228.053
F,8665,33438534.42,3081057.231
F,8666,33428184.79,3080927.381
C,8667,33430191,3080811.6
D,8668,33421201.03,3081002.879
D,8669,33420096.36,3080930.576
F,8670,33452288.52,3081091.452
F,8671,33457239.64,3080840.933
F,8673,33437972.14,3080923.792
A,8674,33419275.33,3081057.741
F,8675,33424681.18,3081104.978
D,8676,33422641.36,3081039.682
F,8677,33437438.15,3081155.117
B,8678,33435326.3,3081414.554
B,8679,33436002.31,3080981.513
F,8680,33446871.67,3080997.405
C,8681,33430418.46,3080382.16
D,8682,33450629.05,3081198.692
F,8683,33426612.85,3080567.245
F,8684,33436804.41,3081303.775
D,8685,33420202.12,3081247.5
F,8686,33426153.54,3080809.327
F,8687,33455352.59,3081279.799
D,8688,33442530.78,3081161.275
D,8689,33444290.4,3081234.882
F,8690,33456133.29,3081027.939
F,8691,33455692.32,3081018.96
E,8692,33450810.76,3081489.483
F,8693,33445847.65,3081232.525
F,8694,33458938.95,3081406.494
D,8695,33440424.64,3081330.129
A,8696,33423809.15,3081367.804
D,8697,33441281.62,3081073.548
C,8698,33431395.62,3081203.725
C,8699,33430790.33,3080987.529
A,8700,33418693.9,3081498.29
E,8701,33451518.26,3081371.887
D,8702,33441119.83,3081356.523
I,8703,33429441.24,3081195.321
F,8704,33426921.08,3080786.914
F,8705,33444887.21,3081404.361
D,8706,33450160.19,3081455.73
F,8707,33445271.22,3081464.906
F,8708,33427151.84,3081187.472
F,8709,33427751.43,3080877.708
F,8710,33425606.22,3081346.524
C,8711,33431602.01,3081446.688
A,8712,33423464,3081585.116
D,8713,33440045.06,3081453.624
F,8714,33423988.39,3081687.756
D,8715,33448391.91,3081470.577
F,8716,33454593.65,3081386.64
F,8717,33457696.45,3081281.294
F,8718,33456793.27,3081568.79
F,8719,33454748.48,3081672.357
D,8720,33449415.25,3081445.663
F,8721,33446458.44,3081599.14
F,8722,33453269.34,3081231.893
F,8723,33444597,3081579.467
F,8724,33422977.35,3081685.005
F,8725,33455545.86,3081790.568
E,8726,33459238.49,3081760.694
A,8727,33420905.61,3081491.742
A,8728,33420161.88,3081679.546
F,8729,33457555.59,3081633.103
F,8730,33423751.84,3081885.561
F,8731,33454025.77,3081410.1
D,8732,33440470.03,3081949.488
F,8733,33447217.77,3081495.316
D,8734,33421959.66,3081239.658
D,8735,33443719.14,3081531.907
D,8736,33458660.05,3081831.511
D,8737,33442682.05,3081531.669
F,8738,33445841,3081748.781
F,8739,33456330.5,3081665.373
F,8740,33426335.69,3081495.606
I,8741,33430132.89,3081686.892
B,8742,33429212.11,3081813.253
F,8743,33437660.11,3081687.585
D,8744,33422517.08,3081375.107
D,8745,33438962.73,3081672.649
D,8746,33440191.41,3081964.45
F,8747,33425063.33,3081653.848
F,8748,33453610.13,3081444.839
D,8749,33439503.22,3081455.181
F,8750,33428321.07,3081483.44
F,8751,33436822.34,3081752.715
F,8752,33422988.65,3082109.681
I,8753,33430517.34,3081919.565
F,8754,33447612.8,3081747.989
F,8755,33426132.93,3081855.129
F,8756,33458138.25,3081530.901
F,8757,33452440.47,3081602.073
E,8758,33458672.82,3081978.105
E,8759,33451580.05,3081827.996
F,8760,33455870.83,3082120.569
D,8761,33441312.07,3081779.709
A,8762,33426713.1,3081840.125
F,8763,33454032.43,3082069.883
D,8764,33448988.91,3081646.156
F,8765,33452819.09,3081651.432
A,8766,33427942.01,3082127.583
D,8767,33426784.01,3082242.292
A,8768,33429413.01,3081792.062
C,8769,33431380.92,3082106.451
A,8770,33421087.43,3082175.416
F,8771,33445066.04,3082000.485
D,8772,33440957.59,3082045.864
A,8773,33427220.35,3082142.288
A,8774,33427690.92,3081824.708
A,8775,33428300.14,3082330.491
D,8776,33445511.92,3081997.058
F,8777,33457107.45,3081843.078
D,8778,33421969.9,3081868.43
D,8779,33443744.69,3082141.069
D,8780,33444409.48,3082099.611
F,8781,33457905.5,3082168.288
B,8782,33430232.76,3082230.734
F,8783,33438952.07,3082120.622
F,8784,33428695.49,3081891.3
F,8785,33437528.86,3082125.224
D,8786,33448681.28,3082111.095
E,8787,33454423.63,3082270.823
F,8788,33438339.63,3081893.494
A,8789,33453757.03,3082406.02
E,8790,33441994.38,3082268.575
